"","ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","Y"
"6020",17820,20000,1,2,2,25,0,0,0,-2,-2,-2,17584,20000,0,0,0,0,3000,0,0,0,0,0,0
"10565",1658,50000,1,1,2,28,0,0,0,0,0,0,46176,40870,41590,42419,43307,44167,2000,1700,1519,1572,1580,1637,0
"6199",19457,260000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,132,1109,1181,-18,3791,132,1119,1186,18,3809,1917,0
"8012",14382,230000,2,1,2,28,0,-1,0,0,-1,0,15714,13171,24589,31111,60562,9968,13171,20015,11000,60562,8000,6059,0
"13270",11202,480000,1,2,1,44,-2,-1,-1,-1,-1,-1,21149,1729,20468,-16,3109,18216,1743,20690,0,3125,18307,524,0
"9055",19168,200000,2,3,2,33,1,2,2,2,2,2,51979,51016,54736,55424,56101,57137,0,5000,2000,2000,1900,2200,1
"14348",12016,100000,2,2,1,36,1,2,2,2,0,0,79695,77855,83945,81702,83232,84947,0,7400,0,3000,3100,3400,1
"2017",20889,380000,1,1,2,29,-1,-1,-1,-1,-1,0,388,388,388,388,775,387,389,389,389,776,1,435,0
"7319",28671,290000,2,3,1,49,2,2,2,0,0,0,301651,329277,275075,280512,202300,207510,34905,0,10951,7238,8467,10188,1
"13877",26342,290000,2,2,2,26,0,0,0,0,-1,-1,18125,20807,99860,100000,3015,23473,3000,80000,3000,3015,23473,1148,0
"12236",6725,230000,2,3,1,31,0,0,0,0,0,0,184444,182933,178409,175091,171800,168476,7016,5500,5125,5031,4969,5071,0
"13427",15294,180000,2,2,1,47,-1,-1,-1,-1,-1,0,107,825,7609,825,1650,825,825,7609,825,1650,0,8214,0
"5647",21892,70000,2,1,2,26,1,2,2,2,2,2,52204,53250,53799,52330,55666,56839,2500,1983,0,4206,2200,0,1
"960",6350,500000,1,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"5999",1491,130000,2,4,2,28,0,0,0,0,0,0,36108,34256,36357,37878,39489,41833,3000,3000,2500,3000,3000,2000,0
"10967",19471,30000,2,2,1,31,1,2,0,0,2,0,20494,19867,21045,24681,23985,25099,0,1500,4000,0,1500,6000,0
"88",4667,80000,2,3,1,52,0,0,0,0,0,0,18100,6826,7582,8082,8082,8082,1244,1000,500,0,0,0,0
"5789",3057,200000,1,3,0,36,-2,-2,-2,-2,-2,-2,5644,82620,14129,41359,9140,0,89187,14178,41359,9140,0,0,0
"19867",22917,300000,2,1,1,35,-1,-1,-2,-2,-2,-1,5345,0,0,0,0,477,0,0,0,0,477,348,0
"20490",11402,390000,2,2,1,31,0,0,0,0,0,-2,49667,33900,33545,16666,0,0,1700,17000,333,0,16666,13807,0
"14953",6937,370000,1,1,2,28,0,0,0,0,0,-1,87313,90345,37554,7628,1026,1422,5000,6000,2000,1000,1422,3600,0
"17326",27890,170000,2,1,2,26,-1,-1,-1,-1,-1,-1,3732,3732,3732,3732,4239,3910,3732,3732,3732,4239,3910,4146,0
"14904",23899,50000,1,2,1,26,1,4,3,2,2,3,13294,12799,12311,11816,14014,13506,0,0,0,2394,0,0,1
"2502",2328,50000,2,2,2,41,0,0,0,-2,-2,-2,45408,36025,0,0,0,0,2025,0,0,0,0,0,0
"10210",6872,360000,1,1,1,58,-1,-1,-1,-1,-1,-1,5619,14822,43000,4650,12132,13953,15008,43065,4650,12132,13953,2200,0
"13364",21247,100000,1,2,2,37,2,2,2,2,2,2,24927,27689,26960,29504,30020,29995,3185,0,3000,1300,600,2000,1
"8483",12553,70000,1,1,1,42,0,0,0,0,0,0,71255,71338,71267,69813,71324,71268,2800,2800,2900,2800,2800,2990,1
"8822",29329,80000,1,1,2,26,0,0,0,0,0,0,67090,67229,24772,20000,20000,20000,2500,2089,6000,200,0,0,0
"17845",7413,50000,1,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"18775",7108,100000,2,1,2,28,1,-1,-1,-2,-2,-2,290,930,977,0,0,0,1534,977,0,0,0,0,0
"7556",18028,360000,1,1,1,35,1,-2,-2,-2,-2,-2,396,396,396,396,396,396,396,396,396,396,396,396,0
"18024",26899,20000,1,3,1,30,0,0,-1,0,0,-2,19522,23249,16668,18389,17898,18462,4358,16730,3395,1898,1000,4674,0
"12311",24190,200000,1,2,2,28,0,0,0,-1,-1,-1,99216,100142,34162,712,712,862,5300,3000,8712,712,862,704,0
"5881",20687,200000,1,2,1,40,2,2,0,0,0,0,208012,199367,202668,111486,118951,89077,0,8756,5003,10053,10066,10027,1
"2689",11542,200000,1,1,2,29,0,0,0,0,0,0,45841,37221,34718,32148,25380,22701,4000,7000,7000,7000,7000,295,0
"13826",19935,100000,2,2,2,31,-1,-1,0,0,0,0,960,4348,73689,76148,77254,78967,4348,70000,4000,3000,3000,3000,0
"12014",29344,140000,1,2,2,26,0,0,0,0,0,0,80351,166526,83514,72387,67261,68670,4000,2890,3118,3000,2493,2564,0
"1469",6364,120000,2,1,2,27,0,0,0,2,0,0,11379,9559,10861,10055,11040,10466,1200,1500,0,1100,550,600,1
"20528",4056,140000,2,2,2,35,0,0,0,0,0,0,88394,90252,92775,93606,95301,96653,3280,4270,3500,3606,3500,3550,0
"650",23477,480000,2,1,2,32,-2,-2,-2,-2,-2,-2,11872,38933,23479,52177,54005,53853,40000,23479,52209,54005,54500,42321,0
"4729",696,150000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"7281",27690,30000,2,2,2,25,0,0,0,0,0,0,8935,9948,10971,11982,12219,12475,1165,1188,1199,436,452,458,0
"1092",18518,30000,2,2,2,25,-2,-2,-1,0,0,0,0,1232,27287,27874,28430,29093,1232,31484,1444,1000,1100,1491,0
"2337",17971,120000,1,2,3,48,0,0,0,0,0,-2,61673,60679,61943,58744,-36156,-36156,2345,3419,5026,15651,0,0,0
"7925",26144,300000,2,2,2,43,1,-2,-2,-1,-1,-1,499,0,0,507,0,629,0,0,507,0,629,0,0
"2234",28892,230000,2,3,1,42,-1,-1,0,0,0,0,170,2217,5167,8552,12552,10596,2217,3167,3552,5000,3000,2518,0
"15141",5496,100000,2,1,2,36,0,0,2,0,0,2,10672,11025,5791,3623,5554,5309,2355,0,500,2000,0,1000,0
"11560",17204,50000,2,2,2,29,2,2,2,2,2,0,43629,46376,45354,49086,48027,49037,3790,0,4500,0,1751,1736,1
"17088",11426,250000,2,2,1,40,1,2,2,-2,-2,-1,7067,998,0,0,0,1604,4,0,0,0,1604,0,0
"12225",5344,10000,1,3,2,31,0,0,2,0,0,0,10119,10188,9089,9271,9618,8516,3000,0,295,459,1500,2000,0
"460",23374,140000,2,2,2,31,1,-2,-2,-1,-1,-1,0,0,0,76,76,76,0,0,76,0,0,0,1
"3749",27845,180000,2,1,2,26,-1,-1,-1,-1,-1,-1,17517,27856,16285,9632,15025,53941,28000,16370,9676,15098,54207,87358,0
"18574",17248,360000,2,1,2,31,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
"15844",18878,220000,2,1,2,30,0,0,0,0,0,0,45346,42480,37160,29161,20209,22679,1947,2000,3776,606,10764,3217,0
"13793",6463,280000,2,1,2,52,-1,-1,-1,-1,-2,-2,886,0,930,0,0,0,0,930,0,0,0,0,0
"11595",13312,150000,2,1,2,28,-1,-1,2,-1,-1,2,1159,2468,1159,1159,11476,10249,2468,0,1159,11476,0,2034,0
"2431",12980,70000,1,1,2,31,0,0,0,2,0,0,67270,67807,70410,68248,47910,48820,3400,4602,63,1800,1731,1702,0
"19177",29161,20000,2,2,2,53,2,4,4,3,3,2,17474,18396,17826,18547,19118,18679,1500,0,1300,1170,0,1600,0
"17479",1708,310000,2,2,1,29,0,0,0,-1,0,0,74955,77730,78497,72529,76345,79072,4000,5000,72529,5000,4000,4000,0
"15542",18336,20000,2,2,2,22,2,2,0,0,0,3,6900,6643,7872,9077,10989,10529,0,1500,1500,2225,0,0,1
"2665",26598,20000,1,2,1,41,1,-1,-1,-1,0,0,0,3793,1100,17982,18166,0,3793,1103,17982,384,8,17839,0
"19465",29964,610000,1,1,2,31,0,-1,2,-1,-1,-1,348392,322228,319014,347303,248893,269528,323014,1605,349395,250144,271099,220076,0
"5905",19732,50000,2,2,1,31,-2,-2,-2,-2,-2,-2,0,323,0,0,0,0,323,0,0,0,0,0,0
"12077",25758,150000,2,3,2,35,0,0,0,0,0,0,145063,134701,133145,120821,107280,105510,5000,5000,4030,4000,4000,4000,0
"9116",15847,100000,2,2,2,26,0,-1,0,0,0,0,1734,6645,7725,11246,9755,8260,6649,2704,5250,4,0,24,1
"18701",6562,280000,1,1,1,63,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"17203",24413,30000,1,2,1,38,1,2,0,0,0,2,24305,23621,24346,25359,26987,26416,0,1410,1423,2051,0,2000,1
"16002",13515,290000,2,1,1,45,-1,-1,-1,-1,-1,-1,664,0,632,0,3152,316,0,632,0,3152,316,0,0
"7899",2055,50000,1,2,1,55,0,0,0,0,0,0,50528,50541,49345,20238,18646,19034,2100,1305,1201,663,684,652,0
"4722",4795,230000,2,2,2,25,0,0,0,0,-1,0,19225,16375,11864,10004,62349,52791,2000,2000,5000,65349,2000,2000,0
"2566",20223,50000,2,3,1,51,0,0,0,0,0,0,38306,39338,40378,39067,25481,25861,1661,1701,2006,1041,922,1000,0
"10921",11579,280000,2,2,1,30,0,0,0,0,0,0,71770,74066,75907,77723,79550,81801,4000,3000,3000,3000,3500,4000,1
"6242",25181,50000,2,2,2,23,1,3,2,0,0,0,7181,6908,5187,4643,3385,1839,0,0,1022,237,100,50,0
"19509",15600,90000,1,3,1,56,2,0,0,2,2,0,48900,37039,36334,34214,30789,28994,2000,4000,1100,0,1050,1034,1
"1623",29884,420000,1,1,1,34,0,0,0,0,0,0,454391,466810,483277,479800,489200,489200,20000,24000,11000,10000,0,11000,0
"1594",17059,30000,2,2,2,22,0,0,0,0,0,0,25490,26494,27534,28177,28399,28655,1432,1472,1447,1001,1030,1059,1
"2672",5301,400000,2,1,1,48,-1,-1,-1,-1,-1,-1,5880,18368,591,13654,45363,2640,18368,591,13662,45363,2640,28663,0
"8444",14811,250000,2,2,1,44,0,0,2,2,2,0,6107,8837,8535,10647,10352,12788,3000,0,3000,0,3000,3000,0
"1025",6619,180000,1,2,2,37,-1,-1,0,0,0,-1,8788,40927,28306,31578,21195,11776,40970,1210,10015,10009,11783,110306,0
"9356",29857,260000,1,3,1,39,0,0,0,0,0,0,30498,31500,31619,22020,22040,23061,1894,1403,1642,1053,2000,425,0
"17060",1460,10000,1,2,2,26,0,0,0,0,0,0,15147,6641,15318,8610,8790,8963,2234,1135,1086,319,319,180,0
"15147",10525,90000,1,2,2,28,2,0,0,0,0,0,33382,35526,37513,38637,44088,35705,3000,3000,3000,10000,3000,2000,1
"7594",1781,450000,1,1,1,41,-1,-1,-1,-2,-1,-1,697,500,0,0,461,-3,505,0,0,461,3,0,0
"254",20462,50000,1,1,2,24,-1,2,-1,-1,-1,0,1959,662,1655,0,1250,1000,0,1655,0,1250,0,0,0
"17611",27660,60000,2,1,2,27,2,2,0,0,0,2,19341,19625,20347,21669,23005,22499,900,1342,1664,2000,0,900,1
"17750",1089,30000,2,3,1,35,0,0,0,0,0,0,28786,26496,25098,26209,25325,26400,1500,1450,1500,1500,1500,1500,0
"20160",23606,210000,2,2,1,48,-1,-1,-1,-1,-1,-1,1417,-3,355,12816,0,102,0,358,12816,0,102,210,0
"7061",10729,130000,1,1,1,47,2,2,2,2,2,2,115704,117277,118814,119915,121325,122052,4900,5000,4503,4605,4400,4204,0
"5805",15196,120000,2,1,2,26,-2,-2,-2,-2,-2,-2,316,316,316,316,316,316,316,316,316,316,316,1844,0
"20283",16103,200000,2,5,1,33,0,0,0,0,0,0,92707,73970,122304,116674,89694,68256,3112,50000,6760,3486,2476,2500,0
"10647",19167,110000,2,2,1,35,0,0,0,0,0,0,6137,7040,3861,4869,4966,5070,1053,1073,1081,178,184,185,1
"11200",15893,80000,2,2,2,24,-2,-2,-1,-1,-1,-1,1138,800,179,1755,0,1190,804,179,1755,0,1190,0,0
"6433",12216,180000,1,2,2,24,0,0,0,0,0,0,182545,177885,182341,126946,127013,122277,9000,9300,4600,5000,5000,5000,0
"20309",7027,470000,2,1,1,35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,0
"11675",15772,100000,2,3,2,24,0,0,0,0,0,2,54938,55621,56999,57748,62489,60984,1985,2664,2700,6700,0,2389,0
"9306",25795,220000,2,2,2,37,-2,-2,-2,-2,-2,-2,2662,1918,4626,5602,769,5595,1918,4626,5602,769,5595,2538,0
"2279",2596,20000,1,3,2,41,0,0,0,0,0,0,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0
"18788",23366,280000,2,3,2,48,0,0,0,0,0,0,166473,167864,140466,142417,126321,117613,7750,5195,5098,4319,4209,4127,0
"1673",974,150000,2,1,3,30,-2,-2,-2,-2,-2,-2,50,6527,2168,-7,1373,-1,8589,2500,0,1380,0,2050,0
"8640",13410,100000,2,2,1,48,2,2,2,0,0,0,44050,44508,42925,45596,46022,46785,1800,0,3548,1668,1677,1668,0
"6643",10723,160000,1,3,1,54,-1,2,-1,0,0,0,780,390,1560,1170,780,390,0,1560,0,0,0,390,1
"1395",25525,50000,2,2,1,34,0,0,0,0,-2,-2,2791,4563,5000,0,0,0,2000,1200,0,0,0,0,0
"10252",2237,50000,1,2,2,24,0,0,0,0,0,0,49076,48923,49158,19270,18776,19167,2063,1298,700,800,815,237,0
"270",26213,140000,2,1,2,31,-1,-1,-1,-1,-1,-1,7695,1680,1771,5500,3615,700,1680,1771,5500,3615,700,1404,0
"448",26112,180000,2,1,2,35,-2,-2,-2,-2,-2,-2,7210,370,8479,792,3826,1997,370,8875,792,3826,1997,396,0
"13413",9595,130000,1,2,2,29,0,0,0,0,0,0,29252,30086,30680,30797,31147,31996,2000,1793,1300,1223,1851,1000,0
"7318",17746,340000,2,1,1,56,-1,-1,-1,-1,0,0,5610,5399,12347,8612,5479,0,5399,12353,8619,0,0,0,1
"2486",5724,80000,2,2,2,22,3,2,0,0,0,2,42080,41131,42281,42605,47544,33115,0,2200,1500,5600,0,2275,0
"19489",22778,140000,2,2,3,30,0,0,0,0,0,0,124288,123172,130095,122342,77536,80783,10000,18000,10000,10000,20000,15000,0
"17220",16025,100000,2,3,2,32,0,0,0,0,0,0,79158,93667,58161,41414,28835,29423,23591,2116,1400,1165,588,639,0
"2900",16765,120000,1,1,1,42,2,2,0,0,2,0,63598,61987,64373,69164,67453,72997,0,4000,6500,0,6639,4000,0
"3936",25696,270000,2,1,2,34,0,0,2,0,0,0,67544,54523,18865,44908,19508,15860,4025,5,34000,0,0,0,0
"13853",16510,120000,1,1,2,24,2,-1,0,0,-2,-1,1330,2103,2473,1162,0,3443,2103,1170,1162,0,3443,0,1
"20594",20807,180000,1,2,2,31,0,0,-1,-1,-1,-1,6221,3571,4333,3334,3334,3334,1000,4337,3334,3334,3334,3334,1
"11209",20557,230000,1,1,2,29,-2,-2,-2,-2,-2,-2,4649,3985,2234,-1,-1,-1,4004,2245,0,0,0,279,0
"7244",22114,140000,2,2,2,31,-1,-1,-1,-1,0,-1,277,19983,17685,36603,27886,7659,19983,17725,36621,0,7847,43467,0
"16888",29741,620000,1,2,2,31,-2,-2,-2,-2,-2,-2,5712,11598,21049,13846,3565,7076,11881,21171,13915,3583,7111,1971,0
"20272",15308,140000,2,2,2,42,0,0,0,2,0,0,117460,110301,107289,63778,41334,42664,7000,16000,0,3000,2000,2000,0
"15069",16013,300000,2,1,1,36,1,-2,-2,-2,-1,0,0,0,0,0,1894,2394,0,0,0,1894,500,4662,0
"6243",16102,570000,2,1,2,32,0,0,0,0,0,0,47758,33050,36283,36502,37669,39102,3000,4880,3000,3000,3000,3000,0
"16406",28836,360000,2,2,2,40,-1,-1,-1,-1,0,0,9325,10741,45619,37459,31747,26899,10741,46378,46347,0,0,19607,0
"777",8778,70000,2,1,2,24,-1,0,0,0,0,0,28059,17712,18642,20011,19147,19056,2000,3000,3000,2000,2000,3668,0
"11765",23296,160000,2,1,2,25,-1,0,-1,-1,0,0,6087,1934,11376,2199,10856,0,1000,11426,2199,10000,0,9867,0
"6574",8091,410000,2,1,1,38,2,2,2,0,0,0,180922,184241,176857,175193,165929,114527,7670,2,5561,5432,4546,5191,1
"10568",810,160000,2,2,0,37,0,0,0,0,0,0,2694,38433,38870,28574,27268,28021,35888,1325,891,1000,1098,426,0
"12445",13359,150000,1,5,1,36,0,0,0,0,0,0,220889,133616,136378,139219,142172,145065,3800,3900,4000,4100,4100,5500,0
"17684",2895,110000,1,3,1,40,0,0,0,0,0,0,93357,94938,79368,74778,75996,77423,4100,2612,2666,2700,2659,2694,0
"11712",4527,270000,1,1,1,37,0,0,0,0,0,0,156346,159223,165480,76144,77944,76577,7000,9000,5000,3000,3000,3000,1
"16171",24621,50000,1,2,1,32,0,0,0,0,0,0,11030,12048,13145,14160,14441,14743,1203,1300,1235,516,534,537,0
"3753",8492,120000,1,1,1,48,-1,-1,-1,-1,-1,-1,360,360,360,150,870,510,360,360,150,870,510,870,1
"12995",11605,230000,2,2,2,27,0,0,0,0,0,0,47520,46256,32029,31397,27834,28153,2000,2500,1200,2000,18000,5000,0
"1042",22974,200000,2,2,1,36,2,0,0,0,0,0,197810,201362,164183,136199,139209,135742,9051,7000,5000,5000,5000,5000,1
"19376",5984,80000,1,1,2,27,0,0,0,0,0,0,72565,63342,51529,41484,34097,29200,10000,4000,2000,3000,2500,0,0
"15770",2219,50000,1,2,2,58,4,3,2,2,2,2,51996,51203,50071,8086,8263,9533,300,300,300,293,1400,400,1
"8842",14728,110000,2,2,1,46,0,0,0,0,0,0,110950,111750,111227,110849,110575,110394,4088,3912,3888,3975,4162,3945,1
"15527",21225,40000,1,2,1,47,0,0,2,2,3,2,34664,37611,36726,40985,40085,39354,3524,0,4898,0,0,1800,0
"9089",5527,390000,1,1,1,33,0,0,0,0,0,0,17794,23518,28139,32711,36215,40650,6000,5000,5000,4000,5000,8883,0
"4633",11890,30000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1684",13885,300000,1,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
"17469",12971,280000,2,2,1,44,0,0,0,0,0,0,286706,272243,203744,203520,207878,211812,10480,8041,7200,7500,7093,5702,0
"4047",7397,200000,2,2,1,37,-1,2,-1,-1,-1,-1,2681,1273,2192,430,430,6136,0,2192,430,430,6136,2923,1
"7350",15515,520000,1,2,1,34,-1,-1,-1,-1,-1,-1,10000,10000,10000,10317,10000,126247,10000,10000,10317,10000,126247,4666,0
"14124",10937,180000,2,2,1,29,2,2,2,2,2,2,113436,109439,111108,108476,104655,107338,1308,7623,3900,11,7700,0,1
"12284",6949,180000,2,1,2,35,-1,-1,-1,0,-1,-1,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,0
"9842",7804,130000,2,2,1,36,0,0,0,0,0,0,26244,27068,28383,29018,29671,-2000,1550,1769,1404,1493,0,4720,0
"5359",20850,50000,1,2,2,29,-1,-1,0,-1,-1,-1,5140,9377,5140,5140,5140,5140,9377,1000,5140,5140,5140,2600,0
"12192",8135,50000,2,3,1,35,2,2,2,2,0,0,49873,50796,49727,21826,10208,10100,2200,568,0,516,400,300,1
"3704",8869,90000,2,2,2,24,1,2,0,0,2,0,13137,10724,9621,17701,15496,9341,0,1000,10000,0,1000,3105,0
"2559",24162,470000,1,1,2,29,-1,0,0,0,0,0,215666,209106,207970,212373,193628,184908,7395,8037,9048,10000,6115,5750,0
"15252",18485,90000,2,2,2,24,0,0,-2,-2,-2,-2,24179,0,0,0,0,0,0,0,0,0,0,0,0
"1517",20109,50000,2,2,3,42,0,0,0,0,0,0,49699,49446,50694,44858,19298,19514,1857,2295,1572,5000,1000,813,0
"14916",2819,180000,2,1,2,27,0,0,0,0,0,0,174546,175121,150710,135981,136064,137343,8269,6606,5000,4900,4900,4900,0
"2666",18669,50000,2,2,2,26,0,0,0,0,0,0,8056,5997,5602,6478,5453,2261,1500,1500,1011,1000,1000,1000,1
"8065",17545,20000,2,2,1,35,2,0,0,2,2,2,5890,7282,9455,9154,10001,10046,1500,2454,0,1000,350,0,1
"14736",10865,60000,2,5,2,22,0,0,0,0,0,0,61094,61260,55730,29846,28600,28970,3000,3000,2000,1500,1500,2000,0
"15126",18817,420000,2,2,2,29,0,0,0,0,-1,0,82235,67757,53524,-8318,96795,81523,3000,3000,182,123000,2740,2200,0
"11655",13640,20000,2,2,2,23,2,0,0,0,0,0,11995,13324,14029,14308,14625,18245,1528,1233,512,547,3880,0,1
"15115",10854,120000,2,1,2,28,0,0,0,2,0,0,75982,78213,82563,78273,79914,81514,3451,6275,0,2898,2926,6210,1
"6823",28119,420000,2,1,1,39,0,0,0,0,0,0,298753,304964,312224,315822,275393,278745,13000,14000,11230,10000,8091,6965,1
"10339",3748,200000,1,1,1,43,-1,-1,-1,-1,-1,-1,1144,2480,3372,1081,2384,6595,2506,3380,1085,2394,6601,29708,0
"10017",6753,30000,2,3,1,50,2,2,2,2,2,2,30615,28691,30474,27468,25813,25251,0,3017,12,3000,0,4000,1
"18464",10933,50000,2,3,2,48,1,2,2,0,0,0,49295,50414,49158,29375,28050,27721,2200,0,1008,1004,1032,932,0
"11671",8417,10000,2,2,2,33,0,0,0,0,0,0,7659,18814,19570,19967,9908,9646,11400,1135,532,449,693,10000,0
"17849",27095,190000,1,3,2,35,0,0,0,0,0,0,170928,170290,175630,171572,161319,151119,6500,8031,7510,5500,6000,5500,0
"11864",10357,30000,1,3,1,48,0,0,2,2,3,2,20817,23860,24372,25776,25088,24537,3400,1200,2100,0,0,2200,0
"13669",1872,50000,2,1,2,26,0,0,0,0,0,0,41003,42032,42699,43617,44509,45420,1733,1400,1300,1271,1300,4500,0
"320",20639,50000,1,2,2,29,0,0,-2,-2,-2,-2,30900,0,0,0,0,0,0,0,0,1500,0,0,0
"1143",13145,80000,2,2,1,49,-1,2,-1,-1,-1,0,2222,390,390,390,721,331,0,390,390,721,0,461,1
"5825",23168,260000,2,1,1,36,0,0,-1,-1,0,0,10942,7045,246,7156,7164,3677,3000,246,7178,5164,1209,1209,0
"15763",9159,20000,1,2,2,34,0,0,2,0,0,0,17650,18740,18373,18768,19315,20836,2500,1000,1000,1000,2000,0,0
"17833",2822,30000,2,3,1,60,-1,3,2,0,0,3,5867,5621,4090,2829,2108,1801,0,0,0,1801,0,0,1
"13297",5894,110000,2,3,1,38,0,0,0,0,0,0,100699,88694,74647,49021,34594,23116,3530,3066,2033,2021,1024,1003,0
"8741",27084,320000,1,1,2,29,0,0,0,-1,-1,-1,46758,31422,33619,23553,9398,4296,2563,9842,24709,6022,4318,4522,0
"17461",18022,30000,1,3,1,44,-2,-2,-2,-2,-2,-2,2180,0,0,0,0,0,0,0,0,0,0,0,0
"7645",15526,150000,1,2,1,40,0,0,0,0,0,0,154432,106396,105332,82191,77262,49851,4000,7041,3000,3116,2500,5000,0
"8181",24919,400000,1,1,1,38,-2,-2,-2,-2,-2,-2,23052,7754,13052,12639,12315,7831,8025,13972,13046,13040,7923,14533,0
"5652",25250,130000,2,2,2,24,0,0,0,0,0,0,35871,36873,37927,38993,39628,42136,1900,1950,2000,1580,3310,0,0
"16820",9893,150000,2,1,2,25,0,0,2,2,2,2,129911,140013,137279,143848,146986,149805,12200,1000,10400,5600,5400,5000,1
"6048",29482,360000,1,1,1,38,-1,-1,-1,-1,-1,-1,2513,5023,6664,11358,15479,20934,5066,6704,11415,15556,21039,19073,0
"14254",20834,20000,1,2,1,47,0,0,0,2,2,2,10628,11650,14252,13678,15041,14751,1200,2800,0,1500,0,1000,1
"8933",21315,50000,1,3,3,52,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
"16816",4864,290000,2,1,1,37,-1,-1,-1,-1,-1,-1,3486,550,1922,550,550,3810,550,1922,550,550,3810,2927,1
"7292",8781,100000,1,1,2,30,2,0,0,0,0,0,53718,55851,56424,57584,58957,60317,3000,2100,2100,2300,2500,2500,0
"1868",18770,80000,2,2,1,26,0,0,0,0,-1,0,26158,27041,27797,5958,11341,5259,1623,5879,1000,11360,486,478,0
"7606",25439,500000,2,1,2,30,0,0,0,0,0,0,137243,129722,128006,125294,92276,96112,5000,5116,5000,5000,5000,5000,0
"897",25150,360000,2,2,2,25,-1,-1,-1,-1,-1,-1,20952,12590,3479,3435,8870,2020,12590,3479,3446,8870,2020,27043,0
"12898",22008,80000,2,1,2,24,0,0,0,-1,-1,0,42377,32482,20782,11632,64989,62392,2008,1000,11632,64989,1470,5027,0
"19200",3013,50000,1,2,2,28,0,0,0,0,0,0,23244,24364,25454,26030,26609,27662,1500,1500,1000,1000,1500,1100,0
"5946",22301,320000,2,1,2,30,-2,-2,-2,-2,-2,-2,1259,5152,4257,-3,-3,670,5177,4278,0,0,673,11288,0
"20135",2607,170000,1,2,2,34,-1,-1,2,0,-1,-1,7885,7190,6854,3142,5000,0,2336,0,0,5000,0,0,0
"9980",28776,120000,2,1,1,42,-1,-1,-1,-1,-1,-1,344,881,1778,1885,607,687,881,1781,1885,607,687,1203,1
"13504",6822,220000,2,2,1,43,-1,-1,-1,-1,-1,-1,316,316,316,956,1087,316,316,316,956,1087,316,4342,0
"13986",11876,350000,1,2,2,29,0,0,0,0,0,0,36151,37624,38568,39569,41162,41961,2056,2000,2000,2004,2067,2060,0
"9845",5559,150000,2,2,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,150,0,0,0,0,150,810,1
"15607",18462,120000,2,2,2,24,0,0,0,0,0,0,89240,87970,82837,73297,73084,68697,8000,3500,3500,3000,3000,3000,0
"11402",6526,330000,2,2,1,30,0,0,0,0,0,-1,155285,156122,11733,9620,0,4520,10000,10000,2000,0,4520,2500,0
"1439",8764,500000,2,2,2,43,-1,-1,-2,-1,-1,-1,374776,26890,12866,162415,122430,188547,27024,12930,162434,123042,188715,200284,0
"10877",23281,250000,2,2,1,36,0,0,0,0,0,0,107476,87000,48162,48803,41207,34792,5143,10025,10074,10049,10076,10012,0
"4843",28035,310000,2,1,2,29,0,-1,0,-1,-1,-1,8454,14570,21897,4316,771,2888,14581,11139,15347,793,7390,1436,0
"12960",4342,50000,1,2,1,32,0,0,0,0,0,0,46253,46117,46919,17459,17825,18193,1998,3000,625,647,664,649,0
"11920",19707,80000,2,2,1,47,0,0,0,0,0,0,2795,3807,4595,5172,5278,3206,1067,1121,1000,106,64,1000,0
"18723",18307,230000,2,3,0,30,-1,-1,-1,2,0,-1,291,763,2403,2205,1210,291,763,2403,0,0,291,291,0
"7173",28532,200000,2,1,1,40,2,2,2,2,2,2,80468,82874,84900,85758,87003,89112,4200,4100,3000,3400,3500,0,1
"7024",16754,80000,1,1,1,36,1,2,3,2,-1,-1,8415,10305,9979,1261,1261,1261,2181,0,0,1261,1261,1261,1
"10279",21818,140000,2,1,2,26,0,0,0,0,0,0,63119,64240,64992,52809,51406,50328,2450,2226,2367,1740,1754,1818,0
"16887",12219,380000,1,1,1,55,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7000,25390,10000,20000,1659,1600,0
"17377",21670,300000,2,5,2,26,0,0,0,0,-2,-2,293880,242669,76777,34072,11632,15429,11128,47009,34044,11677,15483,6098,0
"8057",5121,150000,1,2,2,37,-1,0,0,0,0,0,69012,63265,64131,64942,61803,58987,2500,2500,3780,2200,2000,2000,0
